TRACK_ID	ARTIST_ID	ALBUM_ID	PATH	DURATION	TAGS
track_0001098	artist_000159	album_000173	98/1098.mp3	494.3	genre---electronic, genre---pop
track_0001099	artist_000159	album_000173	99/1099.mp3	522.6	genre---electronic, genre---pop
track_0001101	artist_000005	album_000174	01/1101.mp3	293.1	genre---pop, genre---rock
track_0001106	artist_000005	album_000174	06/1106.mp3	160.1	genre---pop, genre---rock
track_0001161	artist_000159	album_000180	61/1161.mp3	323.0	genre---electronic, genre---pop
track_0001260	artist_000209	album_000196	60/1260.mp3	129.0	genre---pop
track_0001261	artist_000209	album_000196	61/1261.mp3	223.2	genre---pop
track_0001262	artist_000209	album_000196	62/1262.mp3	209.5	genre---pop
track_0001263	artist_000209	album_000196	63/1263.mp3	256.0	genre---pop
track_0001264	artist_000209	album_000196	64/1264.mp3	206.2	genre---pop
track_0001265	artist_000209	album_000196	65/1265.mp3	115.2	genre---pop
track_0001266	artist_000209	album_000196	66/1266.mp3	285.6	genre---pop
track_0001267	artist_000209	album_000196	67/1267.mp3	87.0	genre---pop
track_0001729	artist_000264	album_000252	29/1729.mp3	270.2	genre---pop, genre---poprock, genre---rock, genre---rockfrancais, genre---ska, mood/theme---festif
track_0001730	artist_000264	album_000252	30/1730.mp3	282.0	genre---pop, genre---poprock, genre---rock, genre---rockfrancais, mood/theme---festif
track_0001731	artist_000264	album_000252	31/1731.mp3	333.1	genre---pop, genre---poprock, genre---rockfrancais, mood/theme---festif
track_0001732	artist_000264	album_000252	32/1732.mp3	220.1	genre---pop, genre---poprock, genre---rock, genre---rockfrancais, genre---ska, mood/theme---festif
track_0001733	artist_000264	album_000252	33/1733.mp3	348.5	genre---pop, genre---poprock, genre---rockfrancais, mood/theme---festif
track_0002166	artist_000326	album_000347	66/2166.mp3	242.9	genre---electronic, genre---electropop, genre---pop, instrument---vocoder, mood/theme---robot
track_0002208	artist_000305	album_000354	08/2208.mp3	217.8	genre---instrumentalpop, genre---pop
track_0002209	artist_000305	album_000354	09/2209.mp3	217.1	genre---instrumentalpop, genre---pop
track_0002210	artist_000305	album_000354	10/2210.mp3	225.3	genre---instrumentalpop, genre---pop
track_0003097	artist_000486	album_000482	97/3097.mp3	192.2	genre---pop
track_0003098	artist_000486	album_000482	98/3098.mp3	170.0	genre---pop
track_0003099	artist_000486	album_000482	99/3099.mp3	190.2	genre---pop
track_0003101	artist_000486	album_000482	01/3101.mp3	188.7	genre---pop
track_0003102	artist_000486	album_000482	02/3102.mp3	209.0	genre---pop
track_0003103	artist_000486	album_000482	03/3103.mp3	203.0	genre---pop
track_0003346	artist_000517	album_000521	46/3346.mp3	195.0	genre---pop, genre---variete, mood/theme---calm, mood/theme---melodic
track_0003347	artist_000517	album_000521	47/3347.mp3	201.8	genre---pop, genre---rock, genre---variete, mood/theme---calm, mood/theme---melodic
track_0003348	artist_000517	album_000521	48/3348.mp3	253.3	genre---pop, genre---variete, mood/theme---calm, mood/theme---melodic
track_0003349	artist_000517	album_000521	49/3349.mp3	228.4	genre---pop, genre---variete, mood/theme---calm, mood/theme---melodic
track_0003350	artist_000517	album_000521	50/3350.mp3	194.7	genre---pop, genre---variete, mood/theme---calm, mood/theme---melodic
track_0003387	artist_000159	album_000528	87/3387.mp3	298.2	genre---electronic, genre---pop
track_0003407	artist_000305	album_000531	07/3407.mp3	292.5	genre---instrumentalpop, genre---pop
track_0003409	artist_000305	album_000531	09/3409.mp3	295.3	genre---instrumentalpop, genre---pop
track_0003983	artist_000486	album_000627	83/3983.mp3	243.5	genre---pop
track_0003984	artist_000486	album_000627	84/3984.mp3	228.3	genre---pop
track_0003985	artist_000486	album_000627	85/3985.mp3	219.0	genre---pop
track_0003986	artist_000486	album_000627	86/3986.mp3	156.9	genre---pop
track_0003987	artist_000486	album_000627	87/3987.mp3	201.4	genre---pop
track_0004241	artist_000594	album_000665	41/4241.mp3	250.0	genre---pop, genre---popfolk
track_0004242	artist_000594	album_000665	42/4242.mp3	188.3	genre---pop, genre---popfolk
track_0004243	artist_000594	album_000665	43/4243.mp3	240.8	genre---pop, genre---popfolk
track_0004245	artist_000594	album_000665	45/4245.mp3	152.5	genre---pop, genre---popfolk
track_0004246	artist_000594	album_000665	46/4246.mp3	288.7	genre---pop
track_0004247	artist_000594	album_000665	47/4247.mp3	254.6	genre---pop, genre---rock
track_0004248	artist_000594	album_000665	48/4248.mp3	60.2	genre---pop, genre---popfolk
track_0004249	artist_000594	album_000665	49/4249.mp3	53.6	genre---pop, genre---popfolk
track_0004251	artist_000594	album_000665	51/4251.mp3	38.9	genre---pop, genre---popfolk
track_0004558	artist_000332	album_000709	58/4558.mp3	243.9	genre---electronic, genre---pop
track_0004630	artist_000087	album_000718	30/4630.mp3	303.8	genre---ambient, genre---electronic, genre---funk, genre---fusion, genre---instrumentalpop, genre---pop
track_0004636	artist_000087	album_000718	36/4636.mp3	239.7	genre---blues, genre---downtempo, genre---electronic, genre---lounge, genre---newage, genre---pop
track_0004640	artist_000087	album_000718	40/4640.mp3	262.4	genre---ambient, genre---downtempo, genre---electronic, genre---lounge, genre---pop, mood/theme---background
track_0005139	artist_000748	album_000795	39/5139.mp3	327.0	genre---chanson, genre---pop, genre---progressive, genre---rock
track_0005140	artist_000748	album_000795	40/5140.mp3	299.7	genre---chanson, genre---pop, genre---progressive, genre---rock
track_0005141	artist_000748	album_000795	41/5141.mp3	232.3	genre---chanson, genre---pop, genre---progressive, genre---rock
track_0005142	artist_000748	album_000795	42/5142.mp3	245.5	genre---chanson, genre---pop, genre---progressive, genre---rock
track_0005143	artist_000748	album_000795	43/5143.mp3	216.1	genre---chanson, genre---pop, genre---progressive, genre---rock
track_0005144	artist_000748	album_000795	44/5144.mp3	322.3	genre---chanson, genre---pop, genre---progressive, genre---rock
track_0005145	artist_000748	album_000795	45/5145.mp3	314.0	genre---chanson, genre---pop, genre---progressive, genre---rock
track_0005146	artist_000748	album_000795	46/5146.mp3	222.3	genre---chanson, genre---pop, genre---progressive, genre---rock
track_0005147	artist_000748	album_000795	47/5147.mp3	376.5	genre---chanson, genre---pop, genre---progressive, genre---rock
track_0005483	artist_000786	album_000853	83/5483.mp3	445.2	genre---pop, genre---rock, genre---ska
track_0005484	artist_000786	album_000853	84/5484.mp3	316.1	genre---pop, genre---world
track_0005485	artist_000786	album_000853	85/5485.mp3	382.8	genre---pop, genre---rock, genre---ska
track_0005486	artist_000786	album_000853	86/5486.mp3	756.2	genre---pop, genre---reggae
track_0005695	artist_000797	album_000873	95/5695.mp3	267.8	genre---pop
track_0005696	artist_000797	album_000873	96/5696.mp3	190.2	genre---pop
track_0005697	artist_000797	album_000873	97/5697.mp3	280.6	genre---pop
track_0005699	artist_000797	album_000873	99/5699.mp3	326.8	genre---pop
track_0005700	artist_000797	album_000873	00/5700.mp3	160.2	genre---pop
track_0005701	artist_000797	album_000873	01/5701.mp3	182.8	genre---pop
track_0005806	artist_000486	album_000891	06/5806.mp3	241.9	genre---pop
track_0005807	artist_000486	album_000891	07/5807.mp3	243.8	genre---pop
track_0005809	artist_000486	album_000891	09/5809.mp3	217.7	genre---pop
track_0005810	artist_000486	album_000891	10/5810.mp3	184.9	genre---pop
track_0005811	artist_000486	album_000891	11/5811.mp3	172.5	genre---pop
track_0006007	artist_000795	album_000925	07/6007.mp3	368.9	genre---pop, genre---reggae
track_0006495	artist_000675	album_000993	95/6495.mp3	269.5	genre---alternative, genre---funk, genre---fusion, genre---indie, genre---pop, genre---rnb, genre---rock
track_0006496	artist_000675	album_000993	96/6496.mp3	254.9	genre---alternative, genre---funk, genre---fusion, genre---indie, genre---pop, genre---rnb, genre---rock
track_0006497	artist_000675	album_000993	97/6497.mp3	208.2	genre---alternative, genre---funk, genre---fusion, genre---indie, genre---pop, genre---rnb, genre---rock
track_0006498	artist_000675	album_000993	98/6498.mp3	317.6	genre---alternative, genre---funk, genre---fusion, genre---indie, genre---pop, genre---rnb, genre---rock
track_0006499	artist_000675	album_000993	99/6499.mp3	199.4	genre---alternative, genre---funk, genre---fusion, genre---indie, genre---pop, genre---rnb, genre---rock
track_0006500	artist_000675	album_000993	00/6500.mp3	168.0	genre---alternative, genre---funk, genre---fusion, genre---indie, genre---pop, genre---rnb, genre---rock
track_0006568	artist_000104	album_001003	68/6568.mp3	273.3	genre---electronic, genre---pop
track_0006569	artist_000104	album_001003	69/6569.mp3	237.9	genre---electronic, genre---pop
track_0006575	artist_000104	album_001003	75/6575.mp3	229.5	genre---electronic, genre---pop
track_0006576	artist_000104	album_001003	76/6576.mp3	205.0	genre---electronic, genre---pop
track_0006577	artist_000104	album_001003	77/6577.mp3	267.0	genre---electronic, genre---pop
track_0006578	artist_000104	album_001003	78/6578.mp3	186.3	genre---electronic, genre---pop
track_0006579	artist_000104	album_001003	79/6579.mp3	253.1	genre---electronic, genre---pop
track_0006580	artist_000104	album_001003	80/6580.mp3	140.3	genre---electronic, genre---pop
track_0006582	artist_000104	album_001003	82/6582.mp3	298.0	genre---electronic, genre---pop
track_0006606	artist_000787	album_001009	06/6606.mp3	224.9	genre---dance, genre---electronic, genre---pop, instrument---accordion, mood/theme---melodic
track_0006607	artist_000787	album_001009	07/6607.mp3	251.5	genre---dance, genre---electronic, genre---pop, instrument---accordion, mood/theme---melodic
track_0006608	artist_000787	album_001009	08/6608.mp3	274.3	genre---dance, genre---electronic, genre---pop, instrument---accordion, mood/theme---melodic
track_0006609	artist_000787	album_001009	09/6609.mp3	239.3	genre---dance, genre---electronic, genre---pop, instrument---accordion, mood/theme---melodic
track_0006610	artist_000787	album_001009	10/6610.mp3	234.3	genre---dance, genre---electronic, genre---pop, instrument---accordion, mood/theme---melodic
track_0006611	artist_000787	album_001009	11/6611.mp3	322.2	genre---dance, genre---electronic, genre---pop, instrument---accordion, mood/theme---melodic
track_0006719	artist_000937	album_001020	19/6719.mp3	190.2	genre---alternative, genre---pop, genre---rock, instrument---piano, mood/theme---relaxing
track_0006720	artist_000937	album_001020	20/6720.mp3	132.4	genre---pop, instrument---piano, mood/theme---relaxing
track_0006721	artist_000937	album_001020	21/6721.mp3	151.6	genre---pop, instrument---piano, mood/theme---relaxing
track_0006722	artist_000937	album_001020	22/6722.mp3	177.2	genre---pop, instrument---piano, mood/theme---relaxing
track_0006723	artist_000937	album_001020	23/6723.mp3	213.8	genre---minimal, genre---pop, instrument---piano, mood/theme---relaxing
track_0006724	artist_000937	album_001020	24/6724.mp3	155.5	genre---pop, instrument---piano, mood/theme---relaxing
track_0006725	artist_000937	album_001020	25/6725.mp3	231.5	genre---folk, genre---pop, instrument---piano, mood/theme---relaxing
track_0006726	artist_000937	album_001020	26/6726.mp3	186.0	genre---country, genre---pop, genre---popfolk, instrument---piano, mood/theme---relaxing
track_0006727	artist_000937	album_001020	27/6727.mp3	160.4	genre---classical, genre---pop, instrument---piano, mood/theme---relaxing
track_0006728	artist_000937	album_001020	28/6728.mp3	240.6	genre---pop, instrument---piano, mood/theme---relaxing
track_0006729	artist_000937	album_001020	29/6729.mp3	210.6	genre---jazz, genre---pop, instrument---piano, mood/theme---relaxing
track_0006730	artist_000937	album_001020	30/6730.mp3	206.6	genre---pop, instrument---piano, mood/theme---relaxing
track_0006731	artist_000937	album_001020	31/6731.mp3	171.6	genre---minimal, genre---pop, instrument---piano, mood/theme---relaxing
track_0006732	artist_000937	album_001020	32/6732.mp3	189.8	genre---minimal, genre---pop, instrument---piano, mood/theme---relaxing
track_0006733	artist_000936	album_001021	33/6733.mp3	344.2	genre---electronic, genre---pop
track_0007092	artist_000949	album_001075	92/7092.mp3	203.0	genre---pop, genre---world
track_0007095	artist_000949	album_001075	95/7095.mp3	223.1	genre---pop, genre---world
track_0007096	artist_000949	album_001075	96/7096.mp3	183.5	genre---pop, genre---world
track_0007097	artist_000949	album_001075	97/7097.mp3	138.6	genre---pop, genre---world
track_0007098	artist_000949	album_001075	98/7098.mp3	242.6	genre---pop, genre---world
track_0007099	artist_000949	album_001075	99/7099.mp3	154.7	genre---pop, genre---world
track_0007358	artist_000937	album_001110	58/7358.mp3	240.6	genre---groove, genre---pop, instrument---piano, mood/theme---relaxing
track_0007359	artist_000937	album_001110	59/7359.mp3	225.8	genre---easylistening, genre---groove, genre---lounge, genre---pop, instrument---piano, mood/theme---relaxing
track_0007360	artist_000937	album_001110	60/7360.mp3	232.6	genre---groove, genre---pop, instrument---piano, mood/theme---relaxing
track_0007361	artist_000937	album_001110	61/7361.mp3	168.4	genre---groove, genre---pop, instrument---piano, mood/theme---relaxing
track_0007362	artist_000937	album_001110	62/7362.mp3	237.4	genre---groove, genre---pop, instrument---piano, mood/theme---relaxing
track_0007363	artist_000937	album_001110	63/7363.mp3	237.7	genre---groove, genre---pop, instrument---piano, mood/theme---relaxing
track_0007364	artist_000937	album_001110	64/7364.mp3	145.4	genre---groove, genre---pop, instrument---piano, mood/theme---relaxing
track_0007391	artist_001064	album_001115	91/7391.mp3	188.1	genre---chanson, genre---electronic, genre---pop, instrument---bass, instrument---computer, instrument---drum, instrument---drummachine, instrument---electricguitar, instrument---guitar, instrument---keyboard, instrument---sampler, instrument---synthesizer, instrument---voice, mood/theme---emotion
track_0007392	artist_001064	album_001115	92/7392.mp3	160.1	genre---chanson, genre---folk, genre---pop, genre---popfolk, instrument---acousticguitar, instrument---bass, instrument---computer, instrument---drum, instrument---electricguitar, instrument---guitar, instrument---harmonica, instrument---keyboard, instrument---slideguitar, instrument---voice
track_0007393	artist_001064	album_001115	93/7393.mp3	70.9	genre---easylistening, genre---electronic, genre---pop, genre---soundtrack, instrument---acousticguitar, instrument---computer, instrument---drum, instrument---drummachine, instrument---guitar, instrument---keyboard, instrument---sampler, instrument---synthesizer, mood/theme---western
track_0007394	artist_001064	album_001115	94/7394.mp3	150.7	genre---downtempo, genre---easylistening, genre---electronic, genre---pop, genre---soundtrack, genre---synthpop, instrument---acousticguitar, instrument---bass, instrument---computer, instrument---drum, instrument---drummachine, instrument---guitar, instrument---keyboard, instrument---piano, instrument---sampler, instrument---string, instrument---synthesizer, mood/theme---melancolic
track_0007395	artist_001064	album_001115	95/7395.mp3	109.9	genre---electronic, genre---pop, genre---poprock, genre---rock, genre---synthpop, instrument---bass, instrument---computer, instrument---drum, instrument---drummachine, instrument---guitar, instrument---synthesizer, instrument---vocoder, instrument---voice, mood/theme---love
track_0007397	artist_001064	album_001115	97/7397.mp3	86.5	genre---easylistening, genre---electronic, genre---pop, genre---soundtrack, instrument---acousticguitar, instrument---bass, instrument---computer, instrument---drum, instrument---drummachine, instrument---guitar, instrument---sampler, instrument---vocoder, mood/theme---adventure
track_0007398	artist_001064	album_001115	98/7398.mp3	128.0	genre---electronic, genre---pop, genre---soundtrack, genre---synthpop, instrument---acousticguitar, instrument---bass, instrument---computer, instrument---drum, instrument---drummachine, instrument---guitar, instrument---sampler, instrument---synthesizer, instrument---vocoder, instrument---voice, mood/theme---scifi
track_0007399	artist_001064	album_001115	99/7399.mp3	104.3	genre---easylistening, genre---orchestral, genre---pop, genre---soundtrack, instrument---bass, instrument---clarinet, instrument---computer, instrument---drum, instrument---drummachine, instrument---flute, instrument---flutes, instrument---keyboard, instrument---piano, instrument---sampler
track_0007400	artist_001064	album_001115	00/7400.mp3	146.1	genre---choir, genre---downtempo, genre---easylistening, genre---electronic, genre---orchestral, genre---pop, genre---soundtrack, instrument---bass, instrument---cello, instrument---computer, instrument---drum, instrument---drummachine, instrument---keyboard, instrument---sampler, instrument---string, mood/theme---drama
track_0007401	artist_001064	album_001115	01/7401.mp3	132.1	genre---easylistening, genre---electronic, genre---orchestral, genre---pop, genre---soundtrack, instrument---bass, instrument---cello, instrument---computer, instrument---drum, instrument---drummachine, instrument---keyboard, instrument---sampler, instrument---string, mood/theme---drama
track_0008454	artist_001278	album_001274	54/8454.mp3	248.5	genre---pop, genre---popfolk
track_0008560	artist_001301	album_001290	60/8560.mp3	381.0	genre---jazz, genre---pop, instrument---bass, instrument---guitar, instrument---piano
track_0008563	artist_001301	album_001290	63/8563.mp3	414.9	genre---jazz, genre---pop, instrument---classicalguitar, instrument---doublebass, instrument---drummachine, instrument---keyboard
track_0008683	artist_001278	album_001306	83/8683.mp3	320.7	genre---pop, genre---rock
track_0008685	artist_001278	album_001306	85/8685.mp3	213.1	genre---pop, genre---rock
track_0008687	artist_001311	album_001307	87/8687.mp3	221.4	genre---pop, genre---world
track_0008688	artist_001311	album_001307	88/8688.mp3	138.8	genre---pop, genre---world
track_0008689	artist_001311	album_001307	89/8689.mp3	348.3	genre---pop, genre---world
track_0008690	artist_001311	album_001307	90/8690.mp3	238.5	genre---pop, genre---world
track_0008691	artist_001311	album_001307	91/8691.mp3	150.5	genre---pop, genre---world
track_0008692	artist_001311	album_001307	92/8692.mp3	180.9	genre---pop, genre---world
track_0009506	artist_001428	album_001424	06/9506.mp3	127.5	genre---alternative, genre---darkwave, genre---electronic, genre---experimental, genre---gothic, genre---metal, genre---newwave, genre---pop, genre---rock
track_0009507	artist_001428	album_001424	07/9507.mp3	279.9	genre---alternative, genre---darkwave, genre---electronic, genre---experimental, genre---gothic, genre---metal, genre---newwave, genre---pop, genre---rock
track_0009511	artist_001428	album_001424	11/9511.mp3	293.4	genre---alternative, genre---darkwave, genre---electronic, genre---experimental, genre---gothic, genre---metal, genre---newwave, genre---pop, genre---rock
track_0009517	artist_001428	album_001424	17/9517.mp3	294.8	genre---alternative, genre---darkwave, genre---electronic, genre---experimental, genre---gothic, genre---metal, genre---newwave, genre---pop, genre---rock
track_0009592	artist_000209	album_001434	92/9592.mp3	223.1	genre---alternative, genre---indie, genre---pop, instrument---acousticguitar, instrument---bass, instrument---drum, instrument---electricguitar, instrument---piano, instrument---synthesizer, mood/theme---melodic
track_0009735	artist_001451	album_001453	35/9735.mp3	238.8	genre---electronic, genre---hardrock, genre---metal, genre---pop, mood/theme---planant, mood/theme---zen
track_0009736	artist_001451	album_001453	36/9736.mp3	272.6	genre---electronic, genre---hardrock, genre---metal, genre---pop, mood/theme---planant, mood/theme---zen
track_0009737	artist_001451	album_001453	37/9737.mp3	314.6	genre---electronic, genre---hardrock, genre---metal, genre---pop, mood/theme---planant, mood/theme---zen
track_0009738	artist_001451	album_001453	38/9738.mp3	252.9	genre---electronic, genre---hardrock, genre---metal, genre---pop, mood/theme---planant, mood/theme---zen
track_0009739	artist_001451	album_001453	39/9739.mp3	321.5	genre---electronic, genre---hardrock, genre---metal, genre---pop, mood/theme---planant, mood/theme---zen
track_0009740	artist_001451	album_001453	40/9740.mp3	320.6	genre---electronic, genre---hardrock, genre---metal, genre---pop, mood/theme---planant, mood/theme---zen
track_0009741	artist_001451	album_001453	41/9741.mp3	344.6	genre---electronic, genre---hardrock, genre---metal, genre---pop, mood/theme---planant, mood/theme---zen
track_0009742	artist_001451	album_001453	42/9742.mp3	287.8	genre---electronic, genre---hardrock, genre---metal, genre---pop, mood/theme---planant, mood/theme---zen
track_0009743	artist_001451	album_001453	43/9743.mp3	335.9	genre---electronic, genre---hardrock, genre---metal, genre---pop, mood/theme---planant, mood/theme---zen
track_0010645	artist_000768	album_001570	45/10645.mp3	310.5	genre---chanson, genre---funk, genre---pop, genre---rock, genre---ska
track_0011080	artist_001662	album_001640	80/11080.mp3	280.4	genre---club, genre---electronic, genre---pop, genre---rock
track_0011184	artist_000264	album_001660	84/11184.mp3	286.1	genre---blues, genre---pop, genre---popfolk, genre---poprock, genre---rockfrancais
track_0011185	artist_000264	album_001660	85/11185.mp3	238.9	genre---pop, genre---poprock, genre---reggae, genre---rockfrancais, genre---ska, mood/theme---festif
track_0011186	artist_000264	album_001660	86/11186.mp3	277.5	genre---pop, genre---rock, genre---rockfrancais, genre---swing, mood/theme---festif
track_0011187	artist_000264	album_001660	87/11187.mp3	222.4	genre---blues, genre---pop, genre---poprock, genre---rock, genre---rockfrancais, mood/theme---festif
track_0011188	artist_000264	album_001660	88/11188.mp3	271.5	genre---manouche, genre---pop, genre---rock, genre---rockfrancais, mood/theme---festif
track_0011189	artist_000264	album_001660	89/11189.mp3	234.4	genre---pop, genre---popfolk, genre---poprock, genre---rock, genre---rockfrancais, mood/theme---festif
track_0011190	artist_000264	album_001660	90/11190.mp3	334.3	genre---pop, genre---popfolk, genre---poprock, genre---rock, mood/theme---folkrock
track_0011689	artist_001759	album_001734	89/11689.mp3	302.0	genre---easylistening, genre---pop
track_0011692	artist_001759	album_001734	92/11692.mp3	190.4	genre---electronic, genre---pop
track_0011698	artist_001759	album_001734	98/11698.mp3	182.0	genre---electronic, genre---pop
track_0011708	artist_001759	album_001734	08/11708.mp3	265.5	genre---drumnbass, genre---electronic, genre---pop
track_0012674	artist_001885	album_001858	74/12674.mp3	245.8	genre---pop, genre---poprock, genre---rock, genre---rockfrancais, mood/theme---france, mood/theme---humor, mood/theme---political
track_0012675	artist_001885	album_001858	75/12675.mp3	330.0	genre---pop, genre---poprock, genre---rock, genre---rockfrancais, mood/theme---humor, mood/theme---melodic, mood/theme---political
track_0012851	artist_000797	album_001876	51/12851.mp3	174.8	genre---pop, genre---rock
track_0013014	artist_001935	album_001898	14/13014.mp3	261.9	genre---pop, genre---rock
track_0013015	artist_001935	album_001898	15/13015.mp3	190.2	genre---pop
track_0013016	artist_001935	album_001898	16/13016.mp3	226.4	genre---pop
track_0013719	artist_000264	album_001967	19/13719.mp3	249.8	genre---pop, genre---poprock, genre---rock, genre---rockfrancais
track_0013720	artist_000264	album_001967	20/13720.mp3	172.9	genre---pop, genre---poprock, genre---rock, genre---rockfrancais
track_0013721	artist_000264	album_001967	21/13721.mp3	221.4	genre---pop, genre---poprock, genre---punk, genre---rock, genre---rockfrancais
track_0013722	artist_000264	album_001967	22/13722.mp3	188.0	genre---pop, genre---popfolk, genre---poprock, genre---rock, genre---rockfrancais, mood/theme---festif
track_0013723	artist_000264	album_001967	23/13723.mp3	282.9	genre---pop, genre---poprock, genre---rock, genre---rockfrancais, genre---rockpop
track_0013724	artist_000264	album_001967	24/13724.mp3	329.5	genre---pop, genre---poprock, genre---rock, genre---rockfrancais, genre---rockpop
track_0013725	artist_000264	album_001967	25/13725.mp3	249.0	genre---funk, genre---pop, genre---popfunk, genre---rnb, genre---rock, genre---rockfrancais, mood/theme---festif
track_0014378	artist_002074	album_002053	78/14378.mp3	326.1	genre---americana, genre---blues, genre---pop
track_0014382	artist_002074	album_002053	82/14382.mp3	213.3	genre---americana, genre---blues, genre---pop
track_0014383	artist_002074	album_002053	83/14383.mp3	259.4	genre---americana, genre---blues, genre---pop
track_0014390	artist_002074	album_002053	90/14390.mp3	297.5	genre---americana, genre---blues, genre---pop
track_0014454	artist_002097	album_002061	54/14454.mp3	226.8	genre---pop, genre---popfolk
track_0014456	artist_002097	album_002061	56/14456.mp3	195.4	genre---pop, genre---popfolk
track_0014458	artist_002097	album_002061	58/14458.mp3	322.2	genre---pop, genre---popfolk
track_0014461	artist_002097	album_002061	61/14461.mp3	381.5	genre---pop, genre---popfolk
track_0014464	artist_002097	album_002061	64/14464.mp3	172.5	genre---pop, genre---popfolk
track_0014508	artist_002089	album_002070	08/14508.mp3	212.4	genre---pop
track_0015160	artist_002208	album_002161	60/15160.mp3	267.2	genre---pop, genre---progressive, genre---rock, instrument---bass, instrument---electricguitar, mood/theme---advertising, mood/theme---ballad, mood/theme---nostalgic
track_0015161	artist_002208	album_002161	61/15161.mp3	374.7	genre---instrumentalpop, genre---pop, genre---rock, instrument---bass, instrument---drum, instrument---electricguitar, instrument---panflute, instrument---pipeorgan, instrument---synthesizer, mood/theme---ballad, mood/theme---emotion
track_0015162	artist_002208	album_002161	62/15162.mp3	281.1	genre---instrumentalrock, genre---pop, genre---progressive, genre---rock, genre---trip, instrument---bass, instrument---drum, instrument---electricguitar, instrument---piano, instrument---synthesizer, instrument---violin
track_0015163	artist_002208	album_002161	63/15163.mp3	233.0	genre---electronic, genre---instrumentalpop, genre---pop, genre---triphop, instrument---bass, instrument---drum, instrument---piano, instrument---synthesizer, instrument---violin
track_0015165	artist_002208	album_002162	65/15165.mp3	154.1	genre---chillout, genre---electronic, genre---experimental, genre---pop, instrument---bass, instrument---drum, instrument---electricguitar, instrument---synthesizer, instrument---violin
track_0015166	artist_002208	album_002162	66/15166.mp3	329.8	genre---dance, genre---electronic, genre---pop, genre---soundtrack, genre---techno, instrument---bass, instrument---drummachine, instrument---panflute, instrument---synthesizer, mood/theme---emotion
track_0015167	artist_002208	album_002162	67/15167.mp3	246.6	genre---chillout, genre---easylistening, genre---electronic, genre---instrumentalpop, genre---pop, instrument---bass, instrument---drummachine, instrument---panflute, instrument---synthesizer, instrument---trumpet, instrument---violin, mood/theme---emotion
track_0015168	artist_002208	album_002162	68/15168.mp3	301.3	genre---ambient, genre---baroque, genre---chillout, genre---darkwave, genre---electronic, genre---pop, instrument---bass, instrument---drum, instrument---harpsichord, instrument---piano, instrument---pipeorgan
